id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,oreb,pf,pts,reb,stl,turnover,game.id,game.date,game.home_team_id,game.home_team_score,game.period,game.postseason,game.season,game.status,game.time,game.visitor_team_id,game.visitor_team_score,player.id,player.first_name,player.height_feet,player.height_inches,player.last_name,player.position,player.team_id,player.weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name
227908,,,,,,,,,,,,,,,,,,,,10551,1999-03-14T00:00:00.000Z,24,104,4,False,1998,Final, ,11,90,1182,Bryce,,,Drew,,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
228228,,,,,,,,,,,,,,,,,,,,9832,1999-03-16T00:00:00.000Z,21,87,4,False,1998,Final, ,15,82,1149,Rashard,,,Lewis,,21,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
228500,,,,,,,,,,,,,,,,,,,,10556,1999-03-17T00:00:00.000Z,8,109,4,False,1998,Final, ,11,114,641,Matt,,,Bullard,,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
228501,,,,,,,,,,,,,,,,,,,,10556,1999-03-17T00:00:00.000Z,8,109,4,False,1998,Final, ,11,114,1044,Matt,,,Maloney,G,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
228549,,,,,,,,,,,,,,,,,,,,10664,1999-03-17T00:00:00.000Z,2,118,4,False,1998,Final, ,13,84,814,James,,,Robinson,,25,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
228607,,,,,,,,,,,,,,,,,,,,10135,1999-03-17T00:00:00.000Z,22,103,4,False,1998,Final, ,5,94,866,Bo,,,Outlaw,,13,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
228608,,,,,,,,,,,,,,,,,,,,10135,1999-03-17T00:00:00.000Z,22,103,4,False,1998,Final, ,5,94,499,Dan,,,Schayes,,17,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
228676,,,,,,,,,,,,,,,,,,,,9833,1999-03-17T00:00:00.000Z,23,114,4,False,1998,Final, ,12,110,2880,Harvey,,,Grant,,30,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
228677,,,,,,,,,,,,,,,,,,,,9833,1999-03-17T00:00:00.000Z,23,114,4,False,1998,Final, ,12,110,1114,Jerald,,,Honeycutt,,17,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
228799,,,,,,,,,,,,,,,,,,,,10665,1999-03-18T00:00:00.000Z,20,78,4,False,1998,Final, ,22,86,866,Bo,,,Outlaw,,13,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
228928,,,,,,,,,,,,,,,,,,,,11771,1999-03-19T00:00:00.000Z,4,83,4,False,1998,Final, ,29,82,992,Corey,,,Beck,,4,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
229000,,,,,,,,,,,,,,,,,,,,10139,1999-03-19T00:00:00.000Z,10,90,4,False,1998,Final, ,21,78,809,Chris,,,Mills,,6,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
229012,,,,,,,,,,,,,,,,,,,,10559,1999-03-19T00:00:00.000Z,25,90,4,False,1998,Final, ,27,85,868,Andrew,,,Gaze,,30,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
229121,,,,,,,,,,,,,,,,,,,,10140,1999-03-20T00:00:00.000Z,30,113,4,False,1998,Final, ,6,83,765,Tracy,,,Murray,,25,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
229190,,,,,,,,,,,,,,,,,,,,10560,1999-03-20T00:00:00.000Z,11,103,4,False,1998,Final, ,24,93,1182,Bryce,,,Drew,,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
229249,,,,,,,,,,,,,,,,,,,,10561,1999-03-21T00:00:00.000Z,22,104,4,False,1998,Final, ,14,115,2949,J.R.,,,Reid,,4,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
229320,,,,,,,,,,,,,,,,,,,,11772,1999-03-21T00:00:00.000Z,25,91,4,False,1998,Final, ,23,75,1114,Jerald,,,Honeycutt,,17,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
229380,,,,,,,,,,,,,,,,,,,,10142,1999-03-21T00:00:00.000Z,6,88,4,False,1998,Final, ,3,85,1108,Derek,,,Anderson,G,6,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
229698,,,,,,,,,,,,,,,,,,,,9979,1999-03-23T00:00:00.000Z,27,112,4,False,1998,Final, ,8,82,698,Carl,,,Herrera,,11,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
229699,,,,,,,,,,,,,,,,,,,,9979,1999-03-23T00:00:00.000Z,27,112,4,False,1998,Final, ,8,82,936,Loren,,,Meyer,,7,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
229827,,,,,,,,,,,,,,,,,,,,10569,1999-03-24T00:00:00.000Z,21,92,4,False,1998,Final, ,30,96,1143,Drew,,,Barry,,1,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
229897,,,,,,,,,,,,,,,,,,,,10149,1999-03-24T00:00:00.000Z,15,90,4,False,1998,Final, ,23,95,813,Terry,,,Dehere,,13,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
229898,,,,,,,,,,,,,,,,,,,,10149,1999-03-24T00:00:00.000Z,15,90,4,False,1998,Final, ,23,95,952,Bryant,,,Reeves,,15,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
229958,,,,,,,,,,,,,,,,,,,,9840,1999-03-24T00:00:00.000Z,4,110,4,False,1998,Final, ,5,81,3070,Ron,,,Harper,,13,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
230082,,,,,,,,,,,,,,,,,,,,9980,1999-03-24T00:00:00.000Z,1,103,4,False,1998,Final, ,12,102,975,Fred,,,Hoiberg,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
230093,,,,,,,,,,,,,,,,,,,,9980,1999-03-24T00:00:00.000Z,1,103,4,False,1998,Final, ,12,102,1105,Ed,,,Gray,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
230153,,,,,,,,,,,,,,,,,,,,10672,1999-03-25T00:00:00.000Z,25,97,4,False,1998,Final, ,24,84,2855,Joe,,,Kleine,,2,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
230233,,,,,,,,,,,,,,,,,,,,10573,1999-03-27T00:00:00.000Z,13,103,4,False,1998,Final, ,29,77,806,Rodney,,,Rogers,,8,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
230350,,,,,,,,,,,,,,,,,,,,11776,1999-03-26T00:00:00.000Z,21,102,4,False,1998,Final, ,13,98,1102,Keith,,,Closs,,13,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
230351,,,,,,,,,,,,,,,,,,,,11776,1999-03-26T00:00:00.000Z,21,102,4,False,1998,Final, ,13,98,1206,Brian,,,Skinner,,13,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
230410,,,,,,,,,,,,,,,,,,,,11775,1999-03-26T00:00:00.000Z,27,91,4,False,1998,Final, ,28,93,868,Andrew,,,Gaze,,30,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
230478,,,,,,,,,,,,,,,,,,,,10571,1999-03-26T00:00:00.000Z,23,84,4,False,1998,Final, ,2,90,1037,Allen,,,Iverson,G,23,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
230540,,,,,,,,,,,,,,,,,,,,10154,1999-03-27T00:00:00.000Z,27,99,4,False,1998,Final, ,7,77,950,Gary,,,Trent,,25,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
230552,,,,,,,,,,,,,,,,,,,,10154,1999-03-27T00:00:00.000Z,27,99,4,False,1998,Final, ,7,77,599,Jerome,,,Kersey,,25,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
230663,,,,,,,,,,,,,,,,,,,,10574,1999-03-28T00:00:00.000Z,9,104,4,False,1998,Final, ,21,87,1182,Bryce,,,Drew,,11,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
230793,,,,,,,,,,,,,,,,,,,,10156,1999-03-28T00:00:00.000Z,26,93,4,False,1998,Final, ,11,107,1182,Bryce,,,Drew,,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
230879,,,,,,,,,,,,,,,,,,,,10577,1999-03-29T00:00:00.000Z,14,116,4,False,1998,Final, ,15,98,2949,J.R.,,,Reid,,4,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
231188,,,,,,,,,,,,,,,,,,,,10581,1999-03-31T00:00:00.000Z,4,94,4,False,1998,Final, ,17,102,724,Bobby,,,Phills,,6,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
231316,,,,,,,,,,,,,,,,,,,,10578,1999-03-30T00:00:00.000Z,20,94,4,False,1998,Final, ,12,93,1132,Austin,,,Croshere,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
231317,,,,,,,,,,,,,,,,,,,,10578,1999-03-30T00:00:00.000Z,20,94,4,False,1998,Final, ,12,93,833,Antonio,,,Davis,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
231377,,,,,,,,,,,,,,,,,,,,10679,1999-03-31T00:00:00.000Z,30,84,4,False,1998,Final, ,22,73,1183,John,,,Coker,,11,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
231449,,,,,,,,,,,,,,,,,,,,9848,1999-04-03T00:00:00.000Z,25,98,4,False,1998,Final, ,24,93,1202,Bonzi,,,Wells,,25,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
231502,,,,,,,,,,,,,,,,,,,,10583,1999-04-01T00:00:00.000Z,3,90,4,False,1998,Final, ,1,85,827,Lucious,,,Harris,,7,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
231575,,,,,,,,,,,,,,,,,,,,10183,1999-04-15T00:00:00.000Z,13,89,4,False,1998,Final, ,29,103,929,Darrick,,,Martin,,18,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
231764,,,,,,,,,,,,,,,,,,,,9987,1999-04-02T00:00:00.000Z,25,107,4,False,1998,Final, ,21,95,1202,Bonzi,,,Wells,,25,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
231775,,,,,,,,,,,,,,,,,,,,9847,1999-04-02T00:00:00.000Z,4,81,4,False,1998,Final, ,12,87,1132,Austin,,,Croshere,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
231891,,,,,,,,,,,,,,,,,,,,10681,1999-04-02T00:00:00.000Z,18,107,4,False,1998,Final, ,8,88,981,Cory,,,Alexander,,27,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
231892,,,,,,,,,,,,,,,,,,,,10681,1999-04-02T00:00:00.000Z,18,107,4,False,1998,Final, ,8,88,698,Carl,,,Herrera,,11,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
231960,,,,,,,,,,,,,,,,,,,,10163,1999-04-03T00:00:00.000Z,9,73,4,False,1998,Final, ,22,92,512,Nick,,,Anderson,,22,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
231961,,,,,,,,,,,,,,,,,,,,10163,1999-04-03T00:00:00.000Z,9,73,4,False,1998,Final, ,22,92,499,Dan,,,Schayes,,17,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
232151,,,,,,,,,,,,,,,,,,,,10165,1999-04-04T00:00:00.000Z,8,82,4,False,1998,Final, ,13,80,1128,Charles,,,Smith,,16,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
232347,,,,,,,,,,,,,,,,,,,,10810,1999-04-05T00:00:00.000Z,4,71,4,False,1998,Final, ,1,77,724,Bobby,,,Phills,,6,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
232476,,,,,,,,,,,,,,,,,,,,10815,1999-04-11T00:00:00.000Z,15,88,4,False,1998,Final, ,26,91,1077,Michael,,,Hawkins,,2,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
232477,,,,,,,,,,,,,,,,,,,,10815,1999-04-11T00:00:00.000Z,15,88,4,False,1998,Final, ,26,91,1163,Jerome,,,James,,26,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
232560,,,,,,,,,,,,,,,,,,,,10267,1999-04-06T00:00:00.000Z,23,95,4,False,1998,Final, ,17,87,620,Tyrone,,,Hill,,10,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
232679,,,,,,,,,,,,,,,,,,,,9992,1999-04-06T00:00:00.000Z,21,100,4,False,1998,Final, ,26,112,1143,Drew,,,Barry,,1,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
232811,,,,,,,,,,,,,,,,,,,,9852,1999-04-07T00:00:00.000Z,15,84,4,False,1998,Final, ,8,87,813,Terry,,,Dehere,,13,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
232898,,,,,,,,,,,,,,,,,,,,10813,1999-04-08T00:00:00.000Z,13,99,4,False,1998,Final, ,18,91,902,Bill,,,Curley,,9,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
232935,,,,,,,,,,,,,,,,,,,,10171,1999-04-08T00:00:00.000Z,28,89,4,False,1998,Final, ,2,101,1167,Sean,,,Marks,,28,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
232947,,,,,,,,,,,,,,,,,,,,10269,1999-04-08T00:00:00.000Z,6,69,4,False,1998,Final, ,22,73,1160,Miles,,,Simon,,22,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
232992,,,,,,,,,,,,,,,,,,,,10594,1999-04-08T00:00:00.000Z,11,83,4,False,1998,Final, ,27,92,1165,Gerard,,,King,,27,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
233322,,,,,,,,,,,,,,,,,,,,10609,1999-04-18T00:00:00.000Z,3,86,4,False,1998,Final, ,23,79,2879,Rony,,,Seikaly,,16,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
233506,,,,,,,,,,,,,,,,,,,,10598,1999-04-11T00:00:00.000Z,18,88,4,False,1998,Final, ,9,79,946,Jerry,,,Stackhouse,,23,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
233700,,,,,,,,,,,,,,,,,,,,10815,1999-04-11T00:00:00.000Z,15,88,4,False,1998,Final, ,26,91,1111,Rodrick,,,Rhodes,,11,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
233849,,,,,,,,,,,,,,,,,,,,10966,1999-04-12T00:00:00.000Z,18,90,4,False,1998,Final, ,11,95,1044,Matt,,,Maloney,G,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
233893,,,,,,,,,,,,,,,,,,,,11345,1999-04-27T00:00:00.000Z,23,80,4,False,1998,Final, ,6,71,1154,Nazr,,,Mohammed,,23,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
233898,,,,,,,,,,,,,,,,,,,,9857,1999-04-12T00:00:00.000Z,8,96,4,False,1998,Final, ,10,104,1050,Tony,,,Delk,,4,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
233958,,,,,,,,,,,,,,,,,,,,11786,1999-05-05T00:00:00.000Z,8,88,4,False,1998,Final, ,11,95,981,Cory,,,Alexander,,27,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
234078,,,,,,,,,,,,,,,,,,,,11048,1999-04-13T00:00:00.000Z,6,86,4,False,1998,Final, ,30,77,1051,Jeff,,,McInnis,,8,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
234089,,,,,,,,,,,,,,,,,,,,11048,1999-04-13T00:00:00.000Z,6,86,4,False,1998,Final, ,30,77,1197,Earl,,,Boykins,,3,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
234148,,,,,,,,,,,,,,,,,,,,10602,1999-04-14T00:00:00.000Z,12,83,4,False,1998,Final, ,22,80,499,Dan,,,Schayes,,17,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
234216,,,,,,,,,,,,,,,,,,,,10818,1999-04-14T00:00:00.000Z,2,70,4,False,1998,Final, ,1,77,958,Alan,,,Henderson,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
234217,,,,,,,,,,,,,,,,,,,,10818,1999-04-14T00:00:00.000Z,2,70,4,False,1998,Final, ,1,77,1174,Jeff,,,Sheppard,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
234276,,,,,,,,,,,,,,,,,,,,11049,1999-04-14T00:00:00.000Z,17,98,4,False,1998,Final, ,16,73,2946,Armen,,,Gilliam,,4,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
234335,,,,,,,,,,,,,,,,,,,,11063,1999-05-03T00:00:00.000Z,14,115,4,False,1998,Final, ,7,102,1039,Steve,,,Nash,,24,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
234463,,,,,,,,,,,,,,,,,,,,11055,1999-04-23T00:00:00.000Z,17,79,4,False,1998,Final, ,6,75,2973,Shawn,,,Kemp,,21,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
234474,,,,,,,,,,,,,,,,,,,,11055,1999-04-23T00:00:00.000Z,17,79,4,False,1998,Final, ,6,75,662,Chris,,,Gatling,,10,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
234534,,,,,,,,,,,,,,,,,,,,10970,1999-04-16T00:00:00.000Z,23,93,4,False,1998,Final, ,12,83,1132,Austin,,,Croshere,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
234593,,,,,,,,,,,,,,,,,,,,10184,1999-04-16T00:00:00.000Z,1,91,4,False,1998,Final, ,22,79,958,Alan,,,Henderson,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
234654,,,,,,,,,,,,,,,,,,,,11051,1999-04-16T00:00:00.000Z,2,82,4,False,1998,Final, ,16,81,3051,Keith,,,Askins,,16,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
234791,,,,,,,,,,,,,,,,,,,,10819,1999-04-16T00:00:00.000Z,18,89,4,False,1998,Final, ,15,75,971,Kevin,,,Garnett,,18,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
234858,,,,,,,,,,,,,,,,,,,,10607,1999-04-17T00:00:00.000Z,20,90,4,False,1998,Final, ,28,81,1040,Ben,,,Davis,,24,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
234984,,,,,,,,,,,,,,,,,,,,10695,1999-04-18T00:00:00.000Z,16,92,4,False,1998,Final, ,12,88,993,Voshon,,,Lenard,,16,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
235385,,,,,,,,,,,,,,,,,,,,10283,1999-04-20T00:00:00.000Z,17,95,4,False,1998,Final, ,22,83,2948,Dell,,,Curry,,4,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
235460,,,,,,,,,,,,,,,,,,,,10973,1999-04-20T00:00:00.000Z,10,102,4,False,1998,Final, ,14,106,1050,Tony,,,Delk,,4,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
235461,,,,,,,,,,,,,,,,,,,,11675,1999-12-14T00:00:00.000Z,10,102,4,False,1999,Final, ,16,97,2917,Duane,,,Causwell,,26,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
235582,,,,,,,,,,,,,,,,,,,,11339,1999-04-21T00:00:00.000Z,25,88,4,False,1998,Final, ,14,82,1202,Bonzi,,,Wells,,25,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
235594,,,,,,,,,,,,,,,,,,,,10192,1999-04-21T00:00:00.000Z,24,91,4,False,1998,Final, ,29,82,1112,Jacque,,,Vaughn,,29,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
235711,,,,,,,,,,,,,,,,,,,,10698,1999-04-21T00:00:00.000Z,30,91,4,False,1998,Final, ,28,107,1167,Sean,,,Marks,,28,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
235784,,,,,,,,,,,,,,,,,,,,11340,1999-04-22T00:00:00.000Z,27,103,4,False,1998,Final, ,7,76,1039,Steve,,,Nash,,24,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
235848,,,,,,,,,,,,,,,,,,,,10827,1999-04-26T00:00:00.000Z,25,93,4,False,1998,Final, ,8,77,2907,Gary,,,Grant,,13,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
236320,,,,,,,,,,,,,,,,,,,,11057,1999-04-25T00:00:00.000Z,3,120,4,False,1998,Final, ,12,98,852,Scott,,,Burrell,,4,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
236431,,,,,,,,,,,,,,,,,,,,11058,1999-04-26T00:00:00.000Z,7,101,4,False,1998,Final, ,5,93,940,Brent,,,Barry,,13,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
236564,,,,,,,,,,,,,,,,,,,,10199,1999-04-26T00:00:00.000Z,10,114,4,False,1998,Final, ,26,89,847,Chris,,,Webber,,10,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
236631,,,,,,,,,,,,,,,,,,,,10703,1999-04-27T00:00:00.000Z,12,87,4,False,1998,Final, ,22,88,723,Derek,,,Strong,,30,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
236702,,,,,,,,,,,,,,,,,,,,10980,1999-04-27T00:00:00.000Z,21,90,4,False,1998,Final, ,29,85,1034,Todd,,,Fuller,C,10,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
236703,,,,,,,,,,,,,,,,,,,,10980,1999-04-27T00:00:00.000Z,21,90,4,False,1998,Final, ,29,85,1112,Jacque,,,Vaughn,,29,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
236768,,,,,,,,,,,,,,,,,,,,10981,1999-04-28T00:00:00.000Z,25,119,4,False,1998,Final, ,21,84,810,Vin,,,Baker,,17,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
236825,,,,,,,,,,,,,,,,,,,,10202,1999-04-28T00:00:00.000Z,22,93,4,False,1998,Final, ,30,86,1171,Randell,,,Jackson,,30,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
236911,,,,,,,,,,,,,,,,,,,,11467,1999-04-29T00:00:00.000Z,14,108,4,False,1998,Final, ,25,89,758,Sean,,,Rooks,,7,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
237085,,,,,,,,,,,,,,,,,,,,10290,1999-04-29T00:00:00.000Z,11,81,4,False,1998,Final, ,7,91,1039,Steve,,,Nash,,24,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
237226,,,,,,,,,,,,,,,,,,,,10291,1999-04-30T00:00:00.000Z,1,90,4,False,1998,Final, ,12,92,1105,Ed,,,Gray,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
237227,,,,,,,,,,,,,,,,,,,,10291,1999-04-30T00:00:00.000Z,1,90,4,False,1998,Final, ,12,92,1175,Roshown,,,McLeod,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
237288,,,,,,,,,,,,,,,,,,,,9872,1999-05-01T00:00:00.000Z,27,98,4,False,1998,Final, ,25,90,2907,Gary,,,Grant,,13,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
237356,,,,,,,,,,,,,,,,,,,,10832,1999-05-01T00:00:00.000Z,7,105,4,False,1998,Final, ,10,94,1050,Tony,,,Delk,,4,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
237810,,,,,,,,,,,,,,,,,,,,11064,1999-05-04T00:00:00.000Z,17,99,4,False,1998,Final, ,28,78,3038,Negele,,,Knight,,24,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
237870,,,,,,,,,,,,,,,,,,,,11635,1999-05-04T00:00:00.000Z,25,81,4,False,1998,Final, ,27,87,1202,Bonzi,,,Wells,,25,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
238070,,,,,,,,,,,,,,,,,,,,9876,1999-05-05T00:00:00.000Z,2,129,4,False,1998,Final, ,4,133,697,Kenny,,,Anderson,,3,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
238133,,,,,,,,,,,,,,,,,,,,9877,1999-05-05T00:00:00.000Z,13,105,4,False,1998,Final, ,21,107,1143,Drew,,,Barry,,1,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
238134,,,,,,,,,,,,,,,,,,,,9877,1999-05-05T00:00:00.000Z,13,105,4,False,1998,Final, ,21,107,2970,Olden,,,Polynice,,21,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
238301,,,,,,,,,,,,,,,,,,,,10299,1999-05-09T00:00:00.000Z,14,101,4,True,1998,Final, ,11,100,1042,Travis,,,Knight,,14,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
238302,,,,,,,,,,,,,,,,,,,,10299,1999-05-09T00:00:00.000Z,14,101,4,True,1998,Final, ,11,100,1187,Tyronn,,,Lue,,14,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
238326,,,,,,,,,,,,,,,,,,,,10992,1999-05-13T00:00:00.000Z,11,102,4,True,1998,Final, ,14,88,641,Matt,,,Bullard,,11,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
238398,,,,,,,,,,,,,,,,,,,,10988,1999-05-09T00:00:00.000Z,27,99,4,True,1998,Final, ,18,86,1165,Gerard,,,King,,27,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
238518,,,,,,,,,,,,,,,,,,,,11872,1999-05-18T00:00:00.000Z,29,93,4,True,1998,Final, ,25,83,1112,Jacque,,,Vaughn,,29,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
238528,,,,,,,,,,,,,,,,,,,,11649,1999-05-19T00:00:00.000Z,12,85,4,True,1998,Final, ,23,82,2880,Harvey,,,Grant,,30,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
238711,,,,,,,,,,,,,,,,,,,,10301,1999-05-11T00:00:00.000Z,12,108,4,True,1998,Final, ,17,107,1132,Austin,,,Croshere,,12,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
238723,,,,,,,,,,,,,,,,,,,,11866,1999-05-12T00:00:00.000Z,26,84,4,True,1998,Final, ,29,81,1112,Jacque,,,Vaughn,,29,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
238770,,,,,,,,,,,,,,,,,,,,10991,1999-05-12T00:00:00.000Z,9,79,4,True,1998,Final, ,1,63,1106,Chris,,,Crawford,,1,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
238969,,,,,,,,,,,,,,,,,,,,11870,1999-05-16T00:00:00.000Z,29,99,4,True,1998,Final, ,26,92,1123,Lawrence,,,Funderburke,,26,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
239300,,,,,,,,,,,,,,,,,,,,11877,1999-05-23T00:00:00.000Z,14,107,4,True,1998,Final, ,27,118,574,Derek,,,Harper,,7,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
239362,,,,,,,,,,,,,,,,,,,,12014,1999-05-25T00:00:00.000Z,29,88,4,True,1998,Final, ,25,71,2907,Gary,,,Grant,,13,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
